,distance,depthmap_value
0,0.0,0.0
1,0.1,0.9960784912109375
2,0.2,0.9921569228172302
3,0.30000000000000004,0.988235354423523
4,0.4,0.9843137860298157
5,0.5,0.9803922176361084
6,0.6000000000000001,0.9803922176361084
7,0.7000000000000001,0.9764706492424011
8,0.8,0.9725490808486938
9,0.9,0.9686275124549866
10,1.0,0.9647059440612793
11,1.1,0.960784375667572
12,1.2000000000000002,0.9568628072738647
13,1.3,0.9529412388801575
14,1.4000000000000001,0.9490196704864502
15,1.5,0.9450981020927429
16,1.6,0.9411765336990356
17,1.7000000000000002,0.9372549653053284
18,1.8,0.9333333969116211
19,1.9000000000000001,0.9294118285179138
20,2.0,0.9254902601242065
21,2.1,0.9215686917304993
22,2.2,0.917647123336792
23,2.3000000000000003,0.9137255549430847
24,2.4000000000000004,0.9098039865493774
25,2.5,0.9058824181556702
26,2.6,0.9019608497619629
27,2.7,0.8980392813682556
28,2.8000000000000003,0.8941177129745483
29,2.9000000000000004,0.8901961445808411
30,3.0,0.8862745761871338
31,3.1,0.8823530077934265
32,3.2,0.8784314393997192
33,3.3000000000000003,0.874509871006012
34,3.4000000000000004,0.8705883026123047
35,3.5,0.8666667342185974
36,3.6,0.8588235974311829
37,3.7,0.8549020290374756
38,3.8000000000000003,0.8509804606437683
39,3.9000000000000004,0.847058892250061
40,4.0,0.8431373238563538
41,4.1000000000000005,0.8392157554626465
42,4.2,0.8352941870689392
43,4.3,0.8313726186752319
44,4.4,0.8274510502815247
45,4.5,0.8196079134941101
46,4.6000000000000005,0.8156863451004028
47,4.7,0.8117647767066956
48,4.800000000000001,0.8078432083129883
49,4.9,0.803921639919281
50,5.0,0.7960785031318665
51,5.1000000000000005,0.7921569347381592
52,5.2,0.7882353663444519
53,5.300000000000001,0.7843137979507446
54,5.4,0.7803922295570374
55,5.5,0.7725490927696228
56,5.6000000000000005,0.7686275243759155
57,5.7,0.7647059559822083
58,5.800000000000001,0.7568628191947937
59,5.9,0.7529412508010864
60,6.0,0.7490196228027344
61,6.1000000000000005,0.7450980544090271
62,6.2,0.7372549176216125
63,6.300000000000001,0.7333333492279053
64,6.4,0.7254902124404907
65,6.5,0.7215686440467834
66,6.6000000000000005,0.7176470756530762
67,6.7,0.7098039388656616
68,6.800000000000001,0.7058823704719543
69,6.9,0.7019608020782471
70,7.0,0.6941176652908325
71,7.1000000000000005,0.6901960968971252
72,7.2,0.6823529601097107
73,7.300000000000001,0.6784313917160034
74,7.4,0.6705882549285889
75,7.5,0.6666666865348816
76,7.6000000000000005,0.658823549747467
77,7.7,0.6549019813537598
78,7.800000000000001,0.6470588445663452
79,7.9,0.6392157077789307
80,8.0,0.6352941393852234
81,8.1,0.6274510025978088
82,8.200000000000001,0.6196078658103943
83,8.3,0.615686297416687
84,8.4,0.6078431606292725
85,8.5,0.6000000238418579
86,8.6,0.5960784554481506
87,8.700000000000001,0.5882353186607361
88,8.8,0.5803921818733215
89,8.9,0.572549045085907
90,9.0,0.5647059082984924
91,9.1,0.5568627715110779
92,9.200000000000001,0.5490196347236633
93,9.3,0.5411764979362488
94,9.4,0.5333333611488342
95,9.5,0.5254902243614197
96,9.600000000000001,0.5176470875740051
97,9.700000000000001,0.5098039507865906
98,9.8,0.501960813999176
99,9.9,0.4941176772117615
100,10.0,0.4862745404243469
101,10.100000000000001,0.4745098352432251
102,10.200000000000001,0.46666669845581055
103,10.3,0.4549019932746887
104,10.4,0.44705885648727417
105,10.5,0.43529415130615234
106,10.600000000000001,0.4274510145187378
107,10.700000000000001,0.41568630933761597
108,10.8,0.40392160415649414
109,10.9,0.3921568989753723
110,11.0,0.3803921937942505
111,11.100000000000001,0.3686274588108063
112,11.200000000000001,0.35686275362968445
113,11.3,0.34117648005485535
114,11.4,0.3294117748737335
115,11.5,0.3137255012989044
116,11.600000000000001,0.2980392277240753
117,11.700000000000001,0.2823529541492462
118,11.8,0.26274511218070984
119,11.9,0.24313727021217346
120,12.0,0.2196078598499298
121,12.100000000000001,0.19607844948768616
122,12.200000000000001,0.16862745583057404
123,12.3,0.13333334028720856
124,12.4,0.08627451211214066
125,12.5,0.0
126,12.600000000000001,0.0
127,12.700000000000001,0.0
128,12.8,0.0
129,12.9,0.0
130,13.0,0.0
131,13.100000000000001,0.0
132,13.200000000000001,0.0
133,13.3,0.0
134,13.4,0.0
135,13.5,0.0
136,13.600000000000001,0.0
137,13.700000000000001,0.0
138,13.8,0.0
139,13.9,0.0
140,14.0,0.0
141,14.100000000000001,0.0
142,14.200000000000001,0.0
143,14.3,0.0
144,14.4,0.0
145,14.5,0.0
146,14.600000000000001,0.0
147,14.700000000000001,0.0
148,14.8,0.0
149,14.9,0.0
